CAS #,substance name,plant name,temperature,compartment,half life[day],target class,chemical class,plant class,compartment class,SMILES,cold storage,logKow,MW(g/mol),Polar Surface Area (A2),chiral center atom,Stereochemical configuration
51630-58-1,fenvalerate,green bean,18.7,fruit,0.98,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,green gram,24.3,fruit,2.5,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,green gram,24.3,fruit,5,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,mango,23.4,fruit,5.33,insecticide,pyrethroid,fruits,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,mango,23.4,fruit,7.41,insecticide,pyrethroid,fruits,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,orange,21.6,fruit,3.35,insecticide,pyrethroid,fruits,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,orange,21.6,fruit,5.42,insecticide,pyrethroid,fruits,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,pepper fruit,20.5,fruit,0.33,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,pepper fruit,20.5,fruit,1.62,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,pepper fruit,20.5,fruit,10.66,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,tomato,25,fruit,3.1,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,tomato,25,fruit,4.1,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,zucchini,15.9,fruit,0.19,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
51630-58-1,fenvalerate,zucchini,15.9,fruit,1.19,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,419.91,59.32,C,mixed
120068-37-3,fipronil,chilli,24.3,fruit,16.8,insecticide,phenylpyrazole,vegetables,crop (interior),C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,,4.5,437.15,90.69,-,-
120068-37-3,fipronil,eggplant,21.4,fruit,2.5,insecticide,phenylpyrazole,vegetables,crop (interior),C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,,4.5,437.15,90.69,-,-
120068-37-3,fipronil,eggplant,21.4,fruit,3.5,insecticide,phenylpyrazole,vegetables,crop (interior),C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,,4.5,437.15,90.69,-,-
120068-37-3,fipronil,okra,29.3,fruit,0.65,insecticide,phenylpyrazole,vegetables,crop (interior),C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,,4.5,437.15,90.69,-,-
120068-37-3,fipronil,okra,29.3,fruit,1.12,insecticide,phenylpyrazole,vegetables,crop (interior),C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,,4.5,437.15,90.69,-,-
79622-59-6,fluazinam,grape,23,fruit,4.3,fungicide,phenylpyridinamine,fruits,crop (interior),C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,,6,465.09,111.2,-,-
272451-65-7,flubendiamide,chickpea,17.9,fruit,1.39,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,chickpea,17.9,fruit,1.44,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,chilli,24.3,fruit,0.91,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,chilli,24.3,fruit,0.96,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,eggplant,21.4,fruit,0.65,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,eggplant,21.4,fruit,0.96,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,eggplant,21.4,fruit,2.55,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,eggplant,21.4,fruit,2.68,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,okra,29.3,fruit,4.8,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,okra,29.3,fruit,5.1,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,pigeon pea,24.3,fruit,4.77,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,pigeon pea,24.3,fruit,5.28,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,tomato,25,fruit,0.33,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,tomato,25,fruit,1,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,tomato,25,fruit,1.64,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,tomato,25,fruit,1.98,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,tomato,25,fruit,3.9,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
272451-65-7,flubendiamide,tomato,25,fruit,4.4,insecticide,benzene-dicarboxamide,vegetables,crop (interior),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,,5.3,682.4,92.34,-,-
70124-77-5,flucythrinate,tomato,25,fruit,3.3,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,,6.2,451.47,68.55,C,R
131341-86-1,fludioxonil,grape,18,fruit surface,4.53,fungicide,phenylpyrrole,fruits,crop surface,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,grape,23,fruit surface,18.05,fungicide,phenylpyrrole,fruits,crop surface,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,x,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,grape,23,fruit,24,fungicide,phenylpyrrole,fruits,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,lettuce,27,fruit surface,1.68,fungicide,phenylpyrrole,leafy crops,crop surface,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,lettuce,17.1,fruit surface,5.8,fungicide,phenylpyrrole,leafy crops,crop surface,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,x4c,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,nectarine,27.2,fruit,10.9,fungicide,phenylpyrrole,fruits,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,nectarine,27.2,fruit,11.5,fungicide,phenylpyrrole,fruits,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,pepper fruit,20.5,fruit,8.77,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,pepper fruit,20.5,fruit,9.53,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,pepper fruit,4,fruit,46.19,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,x4c,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,pepper fruit,4,fruit,55.32,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,x4c,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,tomato,25,fruit,6.1,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,tomato,25,fruit,7.6,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,tomato,25,fruit,11.55,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
131341-86-1,fludioxonil,tomato,25,fruit,18.73,fungicide,phenylpyrrole,vegetables,crop (interior),C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,,2.6,248.19,58.04,-,-
101463-69-8,flufenoxuron,grape,23,fruit,64.18,insecticide,benzoylurea,fruits,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F  ,,6.3,488.77,67.43,-,-
101463-69-8,flufenoxuron,grape,23,fruit,64.18,insecticide,benzoylurea,fruits,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F  ,,6.3,488.77,67.43,-,-
101463-69-8,flufenoxuron,pepper fruit,20.5,fruit,2.56,insecticide,benzoylurea,vegetables,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F  ,,6.3,488.77,67.43,-,-
101463-69-8,flufenoxuron,pepper fruit,20.5,fruit,7.87,insecticide,benzoylurea,vegetables,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F  ,,6.3,488.77,67.43,-,-
101463-69-8,flufenoxuron,zucchini,15.9,fruit,2.08,insecticide,benzoylurea,vegetables,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F  ,,6.3,488.77,67.43,-,-
239110-15-7,fluopicolide,grape,23,fruit,10.2,fungicide,benzamide,fruits,crop (interior),C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl  ,,4.4,383.6,42,-,-
239110-15-7,fluopicolide,grape,23,fruit,12.3,fungicide,benzamide,fruits,crop (interior),C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl  ,,4.4,383.6,42,-,-
658066-35-4,fluopyram,cucumber,19.6,fruit,3.7,fungicide,benzamide,vegetables,crop (interior),C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,,4.5,396.72,41.99,C,S
658066-35-4,fluopyram,cucumber,19.6,fruit,4.3,fungicide,benzamide,vegetables,crop (interior),C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,,4.5,396.72,41.99,C,S
85509-19-9,flusilazole,apple,21.4,fruit,4.23,fungicide,triazole,fruits,crop (interior),C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,,3.7,315.4,30.7,C,R
85509-19-9,flusilazole,apple,21.4,fruit,6.07,fungicide,triazole,fruits,crop (interior),C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,,3.7,315.4,30.7,C,R
85509-19-9,flusilazole,apple,21.4,fruit,7.77,fungicide,triazole,fruits,crop (interior),C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,,3.7,315.4,30.7,C,R
85509-19-9,flusilazole,grape,23,fruit,5.8,fungicide,triazole,fruits,crop (interior),C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,,3.7,315.4,30.7,C,R
85509-19-9,flusilazole,grape,23,fruit,7,fungicide,triazole,fruits,crop (interior),C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,,3.7,315.4,30.7,C,R
69409-94-5,fluvalinate,chilli,24.3,fruit,1.7,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,,7.7,502.92,71.35,C,RS
69409-94-5,fluvalinate,okra,29.3,fruit,2.3,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,,7.7,502.92,71.35,C,RS
69409-94-5,fluvalinate,okra,29.3,fruit,2.5,insecticide,pyrethroid,vegetables,crop (interior),CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,,7.7,502.92,71.35,C,RS
133-07-3,folpet,grape,23,fruit,0.43,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,0.5,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,1.62,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,4.2,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,4.85,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,4.85,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,6.66,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,8.45,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,8.6,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,8.66,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,grape,23,fruit,21.66,fungicide,phthalimide,fruits,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,tomato,25,fruit,4.9,fungicide,phthalimide,vegetables,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
133-07-3,folpet,tomato,25,fruit,7,fungicide,phthalimide,vegetables,crop (interior),C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.8,296.56,37.38,-,-
68157-60-8,forchlorfenuron,gooseberry,20,fruit,4.8,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,gooseberry,20,fruit,8.4,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,grape,23,fruit,3.44,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,grape,23,fruit,3.73,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,grape,23,fruit,4.47,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,grape,23,fruit,11.6,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,grape,23,fruit,23.1,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.2,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.22,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.28,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
68157-60-8,forchlorfenuron,watermelon,24.3,fruit,1.67,plant growth regulator,phenylurea,fruits,crop (interior),C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,,3.2,247.68,54,-,-
98886-44-3,fosthiazate,tomato,25,fruit,0.75,insecticide,organophosphate,vegetables,crop (interior),CCC(C)SP(=O)(N1CCSC1=O)OCC,,2,283.36,46.61,P,mixed
98886-44-3,fosthiazate,tomato,25,fruit,0.76,insecticide,organophosphate,vegetables,crop (interior),CCC(C)SP(=O)(N1CCSC1=O)OCC,,2,283.36,46.61,P,mixed
98886-44-3,fosthiazate,tomato,25,fruit,2.6,insecticide,organophosphate,vegetables,crop (interior),CCC(C)SP(=O)(N1CCSC1=O)OCC,,2,283.36,46.61,P,mixed
1071-83-6,glyphosate,blueberry,17.9,fruit,8,herbicide,phosphonoglycine,fruits,crop (interior),C(C(=O)O)NCP(=O)(O)O,,-4.6,169.07,106.86,C,mixed
1071-83-6,glyphosate,blueberry,17.9,fruit,26,herbicide,phosphonoglycine,fruits,crop (interior),C(C(=O)O)NCP(=O)(O)O,,-4.6,169.07,106.86,C,mixed
1071-83-6,glyphosate,red raspberry,20,fruit,6,herbicide,phosphonoglycine,fruits,crop (interior),C(C(=O)O)NCP(=O)(O)O,,-4.6,169.07,106.86,C,mixed
1071-83-6,glyphosate,red raspberry,20,fruit,14,herbicide,phosphonoglycine,fruits,crop (interior),C(C(=O)O)NCP(=O)(O)O,,-4.6,169.07,106.86,C,mixed
608-73-1,HCH,pigeon pea,24.3,fruit,2,insecticide,organochlorine,vegetables,crop (interior),C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,,3.8,290.83,0,C,-
608-73-1,HCH,pigeon pea,24.3,fruit,2,insecticide,organochlorine,vegetables,crop (interior),C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,,3.8,290.83,0,C,-
608-73-1,HCH,pigeon pea,24.3,fruit,3,insecticide,organochlorine,vegetables,crop (interior),C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,,3.8,290.83,0,C,-
608-73-1,HCH,pigeon pea,24.3,fruit,3,insecticide,organochlorine,vegetables,crop (interior),C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,,3.8,290.83,0,C,-
76-44-8,heptachlor,lemon,27.2,fruit,23,insecticide,organochlorine,fruits,crop (interior),C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl  ,,4.3,373.32,0,C,-
79983-71-4,hexaconazole,green bean,18.7,fruit,2.59,fungicide,triazole,vegetables,crop (interior),CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O  ,,3.7,314.22,50.94,C,R
79983-71-4,hexaconazole,green bean,18.7,fruit,4.21,fungicide,triazole,vegetables,crop (interior),CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O  ,,3.7,314.22,50.94,C,R
79983-71-4,hexaconazole,peach,23.5,fruit,7,fungicide,triazole,fruits,crop (interior),CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O  ,,3.7,314.22,50.94,C,R
79983-71-4,hexaconazole,tomato,25,fruit,2.6,fungicide,triazole,vegetables,crop (interior),CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O  ,,3.7,314.22,50.94,C,R
79983-71-4,hexaconazole,tomato,25,fruit,3.2,fungicide,triazole,vegetables,crop (interior),CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O  ,,3.7,314.22,50.94,C,R
